iter	Passed	Remaining
398	156853	236262
399	157232	235849
400	157653	235497
401	158089	235167
402	158478	234768
403	158856	234352
404	159237	233941
405	159627	233543
406	160026	233158
407	160420	232766
408	160815	232376
409	161215	231993
410	161616	231610
411	162037	231257
412	162410	230835
413	162791	230424
414	163198	230050
415	163607	229680
416	164010	229300
417	164404	228907
418	164785	228497
419	165181	228107
420	165581	227723
421	166002	227367
422	166410	226995
423	166822	226626
424	167212	226228
425	167620	225855
426	168013	225460
427	168404	225063
428	168804	224679
429	169202	224291
430	169604	223909
431	170001	223519
432	170374	223100
433	170784	222728
434	171197	222359
435	171577	221949
436	171956	221536
437	172349	221142
438	172730	220732
439	173122	220337
440	173499	219923
441	173899	219538
442	174308	219164
443	174712	218783
444	175110	218396
445	175518	218020
446	175911	217627
447	176337	217272
448	176722	216868
449	177064	216412
450	177459	216020
451	177887	215669
452	178282	215276
453	178679	214887
454	179060	214478
455	179460	214093
456	179858	213704
457	180262	213323
458	180644	212916
459	181050	212537
460	181447	212148
461	181838	211751
462	182228	211353
463	182672	211018
464	183078	210638
465	183473	210246
466	183868	209854
467	184266	209465
468	184658	209069
469	185069	208695
470	185470	208310
471	185884	207938
472	186267	207533
473	186664	207142
474	187080	206773
475	187497	206405
476	187826	205939
477	188239	205566
478	188626	205166
479	189028	204780
480	189412	204376
481	189808	203985
482	190177	203565
483	190607	203209
484	191008	202823
485	191394	202420
486	191804	202044
487	192201	201654
488	192585	201250
489	192977	200854
490	193360	200449
491	193745	200045
492	194139	199652
493	194544	199270
494	194945	198883
495	195329	198479
496	195713	198075
497	196094	197669
498	196480	197268
499	196869	196869
500	197268	196480
501	197680	196105
502	198075	195712
503	198467	195317
504	198912	194973
505	199311	194584
506	199706	194191
507	200086	193784
508	200487	193397
509	200875	192998
510	201280	192614
511	201689	192235
512	202075	191833
513	202455	191426
514	202854	191037
515	203246	190641
516	203639	190247
517	203852	189684
518	204167	189218
519	204566	188830
520	204967	188443
521	205380	188068
522	205774	187675
523	206176	187290
524	206571	186898
525	206978	186516
526	207363	186115
527	207749	185715
528	207889	185096
529	208084	184527
530	208488	184145
531	208889	183760
532	209262	183349
533	209661	182962
534	210048	182565
535	210422	182156
536	210814	181763
537	211215	181378
538	211609	180986
539	212043	180629
540	212431	180232
541	212829	179844
542	213222	179452
543	213363	178848
544	213737	178441
545	214143	178061
546	214339	177505
547	214695	177085
548	215069	176678
549	215461	176286
550	215659	175737
551	216081	175370
552	216480	174985
553	216874	174595
554	217265	174203
555	217676	173828
556	218061	173431
557	218447	173035
558	218852	172654
559	219263	172278
560	219659	171890
561	220048	171496
562	220431	171098
563	220828	170711
564	221231	170328
565	221617	169933
566	222018	169548
567	222408	169155
568	222774	168744
569	223178	168362
570	223583	167981
571	223715	167395
572	224110	167007
573	224522	166631
574	224911	166238
575	225296	165843
576	225702	165462
577	226097	165074
578	226479	164676
579	226877	164290
580	227276	163904
581	227674	163518
582	228078	163136
583	228477	162751
584	228796	162308
585	229193	161921
586	229589	161534
587	230030	161177
588	230461	160814
589	230862	160429
590	231236	160026
591	231562	159590
592	231934	159186
593	232374	158828
594	232750	158426
595	233152	158043
596	233546	157653
597	233937	157262
598	234333	156874
599	234758	156505
600	235149	156114
601	235515	155706
602	235928	155329
603	236324	154941
604	236719	154552
605	237126	154171
606	237536	153791
607	237939	153408
608	238332	153017
609	238733	152633
610	239139	152250
611	239553	151873
612	239933	151475
613	240331	151087
614	240718	150693
615	240975	150218
616	241384	149838
617	241783	149451
618	242185	149067
619	242610	148696
620	242999	148303
621	243428	147935
622	243820	147544
623	244228	147163
624	244640	146784
625	245041	146398
626	245432	146006
627	245823	145615
628	246223	145228
629	246630	144846
630	247007	144446
631	247424	144070
632	247823	143682
633	248213	143290
634	248594	142892
635	248980	142498
636	249368	142104
637	249773	141720
638	250151	141322
639	250539	140928
640	250936	140539
641	251353	140162
642	251742	139770
643	252129	139376
644	252535	138992
645	252925	138600
646	253314	138207
647	253704	137814
648	254127	137440
649	254530	137055
650	254932	136668
651	255342	136287
652	255722	135889
653	256109	135495
654	256522	135114
655	256956	134745
656	257360	134360
657	257768	133977
658	258171	133590
659	258552	133193
660	258938	132799
661	259343	132413
662	259736	132023
663	260125	131629
664	260528	131243
665	260922	130853
666	261332	130470
667	261732	130082
668	262125	129691
669	262531	129306
670	262939	128922
671	263388	128558
672	263788	128170
673	264184	127780
674	264579	127390
675	264978	127001
676	265376	126612
677	265759	126216
678	266153	125825
679	266279	125308
680	266662	124912
681	267066	124526
682	267449	124130
683	267837	123737
684	268222	123343
685	268609	122949
686	269007	122560
687	269386	122163
688	269788	121776
689	270198	121393
690	270605	121008
691	271022	120628
692	271416	120237
693	271823	119852
694	272195	119452
695	272594	119064
696	272998	118677
697	273404	118292
698	273800	117902
699	274199	117513
700	274612	117131
701	275030	116750
702	275442	116367
703	275830	115974
704	276230	115585
705	276609	115188
706	277014	114802
707	277411	114412
708	277822	114028
709	278225	113641
710	278642	113259
711	279049	112873
712	279470	112493
713	279870	112104
714	280255	111710
715	280649	111319
716	281035	110924
717	281437	110536
718	281850	110152
719	282249	109763
720	282649	109374
721	283061	108990
722	283447	108595
723	283847	108207
724	284259	107822
725	284650	107430
726	284952	107004
727	285354	106615
728	285746	106224
729	286137	105831
730	286523	105437
731	286932	105051
732	287325	104660
733	287750	104280
734	288149	103890
735	288535	103496
736	288930	103105
737	289331	102716
738	289747	102332
739	290135	101939
740	290538	101551
741	290957	101168
742	291344	100774
743	291737	100382
744	292135	99992
745	292518	99597
746	292914	99206
747	293297	98811
748	293685	98418
749	294073	98024
750	294469	97633
751	294900	97254
752	295332	96875
753	295725	96483
754	296126	96093
755	296537	95707
756	296947	95321
757	297355	94934
758	297744	94540
759	298144	94150
760	298678	93803
761	299233	93461
762	299783	93117
763	300254	92748
764	300683	92366
765	301108	91983
766	301515	91594
767	301921	91205
768	302319	90813
769	302683	90411
770	303116	90030
771	303527	89642
772	303940	89255
773	304331	88861
774	304728	88469
775	305103	88070
776	305493	87676
777	305900	87287
778	306378	86918
779	306807	86535
780	307215	86146
781	307639	85761
782	308021	85364
783	308419	84972
784	308823	84582
785	309225	84191
786	309640	83803
787	310048	83413
788	310455	83024
789	310871	82636
790	311267	82243
791	311682	81855
792	312127	81475
793	312526	81083
794	312946	80696
795	313334	80301
796	313953	79965
797	314461	79600
798	314878	79212
799	315333	78833
800	315749	78444
801	316165	78055
802	316559	77661
803	316985	77275
804	317376	76880
805	317771	76485
806	318181	76095
807	318591	75704
808	319030	75321
809	319452	74933
810	319886	74548
811	320382	74177
812	320959	73824
813	321456	73453
814	321922	73074
815	322370	72691
816	322860	72317
817	323252	71921
818	323711	71540
819	324142	71153
820	324611	70774
821	325036	70385
822	325482	70000
823	325931	69616
824	326374	69230
825	326825	68846
826	327260	68459
827	327715	68076
828	328149	67688
829	328573	67298
830	329037	66916
831	329502	66534
832	329960	66150
833	330401	65763
834	330844	65376
835	331290	64990
836	331727	64601
837	332156	64211
838	332600	63824
839	333032	63434
840	333476	63047
841	333947	62664
842	334379	62274
843	334818	61885
844	335265	61498
845	335704	61109
846	336136	60718
847	336552	60325
848	336985	59934
849	337426	59545
850	337873	59157
851	338276	58761
852	338671	58364
853	339093	57971
854	339511	57578
855	339909	57180
856	340313	56785
857	340705	56387
858	341094	55988
859	341386	55574
860	341808	55181
861	342298	54799
862	342709	54404
863	343104	54007
864	343366	53588
865	343766	53192
866	344057	52779
867	344451	52382
868	344833	51982
869	345209	51582
870	345609	51186
871	346021	50792
872	346401	50392
873	346779	49993
874	347156	49593
875	347614	49205
876	347979	48804
877	348378	48407
878	348773	48010
879	349154	47611
880	349569	47217
881	350044	46831
882	350463	46437
883	350859	46040
884	351256	45643
885	351641	45245
886	352034	44847
887	352428	44450
888	352818	44052
889	353210	43655
890	353609	43258
891	354029	42864
892	354417	42466
893	354822	42070
894	355218	41673
895	355612	41276
896	356012	40879
897	356387	40480
898	356786	40083
899	357185	39687
900	357564	39288
901	357965	38892
902	358339	38492
903	358730	38095
904	359123	37698
905	359520	37301
906	359914	36904
907	360303	36506
908	360711	36110
909	361120	35715
910	361529	35319
911	361945	34924
912	362343	34527
913	362726	34129
914	363123	33732
915	363580	33341
916	363975	32944
917	364371	32547
918	364774	32150
919	365160	31753
920	365588	31358
921	366009	30963
922	366272	30555
923	366735	30164
924	367139	29768
925	367535	29371
926	367917	28972
927	368305	28575
928	368707	28178
929	369084	27780
930	369487	27384
931	369916	26989
932	370307	26592
933	370577	26186
934	370989	25790
935	371387	25394
936	371770	24996
937	372179	24600
938	372563	24202
939	372972	23806
940	373377	23410
941	373800	23015
942	374202	22618
943	374624	22223
944	375009	21825
945	375407	21429
946	375800	21032
947	376218	20636
948	376623	20240
949	377028	19843
950	377432	19447
951	377867	19052
952	378264	18655
953	378665	18258
954	379046	17860
955	379435	17463
956	379853	17067
957	380242	16670
958	380632	16273
959	381024	15876
960	381437	15479
961	381835	15082
962	382235	14686
963	382625	14288
964	383019	13891
965	383396	13494
966	383800	13097
967	384194	12700
968	384597	12303
969	384990	11906
970	385384	11509
971	385779	11112
972	386175	10716
973	386568	10319
974	386965	9922
975	387345	9524
976	387735	9127
977	388118	8730
978	388523	8334
979	388913	7937
980	389302	7540
981	389705	7143
982	390100	6746
983	390497	6349
984	390895	5952
985	391289	5555
986	391687	5159
987	392056	4761
988	392457	4365
989	392857	3968
990	393263	3571
991	393682	3174
992	394083	2778
993	394477	2381
994	394870	1984
995	395275	1587
996	395680	1190
997	396071	793
998	396470	396
999	396858	0
