iter	Logloss
509	0.2458348808
510	0.2458146272
511	0.2457978703
512	0.2457811382
513	0.2457619271
514	0.245740453
515	0.2457188274
516	0.2457092935
517	0.2457092508
518	0.245706776
519	0.2456972837
520	0.245681597
521	0.2456727803
522	0.2456578766
523	0.2456429541
524	0.2456201519
525	0.2456023092
526	0.2455903424
527	0.2455717114
528	0.2455716691
529	0.2455716134
530	0.2455532151
531	0.245537014
532	0.2455219731
533	0.245508688
534	0.2454843808
535	0.2454611846
536	0.2454451996
537	0.245424605
538	0.2454027179
539	0.2453835532
540	0.2453603054
541	0.2453417458
542	0.2453279941
543	0.245327951
544	0.2453152342
545	0.2452930679
546	0.2452930151
547	0.2452786293
548	0.2452622125
549	0.2452495014
550	0.2452494449
551	0.2452293019
552	0.2452139798
553	0.2452000698
554	0.2451856452
555	0.2451757196
556	0.2451600353
557	0.2451501149
558	0.2451375036
559	0.2451168925
560	0.245099073
561	0.2450798482
562	0.2450570859
563	0.2450447313
564	0.2450275799
565	0.2450103763
566	0.2449933169
567	0.2449679971
568	0.2449497885
569	0.2449349206
570	0.2449146547
571	0.2449137353
572	0.2448989659
573	0.2448876881
574	0.2448759257
575	0.2448550945
576	0.2448369597
577	0.2448209608
578	0.2448029861
579	0.2447862923
580	0.2447741976
581	0.2447599892
582	0.2447542054
583	0.244742925
584	0.2447270884
585	0.2447145201
586	0.2447032771
587	0.2446858045
588	0.2446721297
589	0.2446586634
590	0.2446425746
591	0.2446267767
592	0.2446149437
593	0.2446062207
594	0.2445879682
595	0.2445709928
596	0.2445532101
597	0.2445336692
598	0.244526043
599	0.2445040151
600	0.2444944234
601	0.244482618
602	0.2444655465
603	0.2444471047
604	0.2444270901
605	0.2444097963
606	0.2443899729
607	0.2443812211
608	0.2443644776
609	0.2443541223
610	0.2443405223
611	0.2443289948
612	0.2443208405
613	0.2443100406
614	0.2443012386
615	0.2442944348
616	0.2442740244
617	0.2442593012
618	0.2442450635
619	0.2442256833
620	0.2442124615
621	0.2441952449
622	0.2441796379
623	0.2441706492
624	0.244158587
625	0.2441469641
626	0.2441335825
627	0.2441189603
628	0.24410715
629	0.2440910108
630	0.2440705787
631	0.244059569
632	0.244040217
633	0.2440290839
634	0.2440190913
635	0.2439987949
636	0.243981526
637	0.2439650967
638	0.2439507653
639	0.2439319072
640	0.243914529
641	0.2439063166
642	0.2438898351
643	0.2438741431
644	0.2438602627
645	0.2438465662
646	0.2438332051
647	0.2438241685
648	0.2438071649
649	0.2437959854
650	0.2437834489
651	0.2437619486
652	0.2437491107
653	0.2437340992
654	0.2437208329
655	0.2437113571
656	0.243689806
657	0.2436750841
658	0.2436628868
659	0.2436456856
660	0.2436386977
661	0.2436223261
662	0.2436073201
663	0.2435944953
664	0.2435807244
665	0.2435640953
666	0.2435543822
667	0.2435445109
668	0.2435318345
669	0.243519611
670	0.2435047652
671	0.2434886205
672	0.2434768491
673	0.2434660927
674	0.243454812
675	0.2434357492
676	0.2434247937
677	0.2434130384
678	0.2433970338
679	0.243396156
680	0.2433838108
681	0.2433702641
682	0.2433579382
683	0.2433403884
684	0.2433265528
685	0.2433071347
686	0.2432949708
687	0.2432819823
688	0.2432695093
689	0.243256427
690	0.243248742
691	0.2432380481
692	0.2432218025
693	0.2432130211
694	0.2432028669
695	0.2431939017
696	0.2431871753
697	0.2431756431
698	0.2431636012
699	0.2431461464
700	0.2431368894
701	0.2431189634
702	0.2431071589
703	0.243096707
704	0.243083939
705	0.2430706028
706	0.2430531397
707	0.2430371207
708	0.2430190546
709	0.2430074728
710	0.2429913736
711	0.2429807959
712	0.2429619976
713	0.2429467128
714	0.2429375115
715	0.2429303456
716	0.2429111297
717	0.2428991882
718	0.2428854647
719	0.2428668774
720	0.2428519665
721	0.242834342
722	0.2428210404
723	0.2428088108
724	0.2428002077
725	0.2427922542
726	0.2427861755
727	0.2427749293
728	0.2427618278
729	0.2427543331
730	0.2427425646
731	0.2427347683
732	0.2427102537
733	0.2426912872
734	0.2426801953
735	0.2426698247
736	0.2426529016
737	0.2426401984
738	0.242627936
739	0.2426113716
740	0.242594521
741	0.242584041
742	0.2425758382
743	0.2425610789
744	0.2425539562
745	0.2425462714
746	0.2425366361
747	0.242515506
748	0.2425015067
749	0.2424888565
750	0.2424771793
751	0.2424601975
752	0.2424426885
753	0.2424244622
754	0.2424005427
755	0.2423818583
756	0.2423717316
757	0.2423639285
758	0.2423511638
759	0.2423390394
760	0.2423232498
761	0.2423108111
762	0.2422963928
763	0.2422801956
764	0.2422736715
765	0.2422624568
766	0.2422485568
767	0.242237375
768	0.2422192541
769	0.2422157412
770	0.2421935239
771	0.2421821084
772	0.2421665377
773	0.2421533472
774	0.2421351652
775	0.242124394
776	0.2421051112
777	0.2420854049
778	0.2420795417
779	0.2420681482
780	0.2420547188
781	0.2420417809
782	0.2420331043
783	0.2420225185
784	0.2420099479
785	0.2419942216
786	0.2419861011
787	0.2419641259
788	0.2419479593
789	0.2419379202
790	0.2419217055
791	0.2419101755
792	0.2418892124
793	0.2418786778
794	0.2418709483
795	0.241861714
796	0.241846658
797	0.2418383021
798	0.2418252864
799	0.2418163543
800	0.2418019277
801	0.2417892367
802	0.2417833401
803	0.2417637361
804	0.2417530766
805	0.2417398002
806	0.2417229685
807	0.2417166515
808	0.2417032757
809	0.2416970219
810	0.2416912809
811	0.2416830417
812	0.2416718039
813	0.2416605633
814	0.2416416449
815	0.2416201139
816	0.2416141852
817	0.2416002233
818	0.241594736
819	0.2415842547
820	0.2415766719
821	0.2415694681
822	0.2415611381
823	0.2415474899
824	0.2415314143
825	0.2415228766
826	0.2415061112
827	0.2414954479
828	0.2414873746
829	0.2414788207
830	0.2414669954
831	0.2414538212
832	0.2414425843
833	0.241437154
834	0.2414298029
835	0.241415134
836	0.2414008605
837	0.2413818672
838	0.2413711369
839	0.2413619144
840	0.2413526969
841	0.2413387795
842	0.241326705
843	0.2413156783
844	0.2413020681
845	0.2412933306
846	0.2412778269
847	0.2412620764
848	0.2412545189
849	0.2412434284
850	0.241229432
851	0.2412186847
852	0.2412145532
853	0.2412005137
854	0.2411822819
855	0.2411726733
856	0.2411637557
857	0.2411533228
858	0.2411345957
859	0.2411323964
860	0.2411205431
861	0.2411013185
862	0.2410851928
863	0.2410772864
864	0.2410761511
865	0.2410645961
866	0.2410630914
867	0.2410485363
868	0.2410349841
869	0.2410311113
870	0.2410244672
871	0.2410072567
872	0.2409969288
873	0.2409825957
874	0.2409748216
875	0.2409634966
876	0.2409623132
877	0.2409542577
878	0.2409380409
879	0.2409232765
880	0.2409115907
881	0.2409032306
882	0.2408924736
883	0.2408850251
884	0.2408782103
885	0.2408686958
886	0.2408636015
887	0.2408530616
888	0.2408369983
889	0.2408270387
890	0.2408213636
891	0.2408083885
892	0.2408007787
893	0.2407934233
894	0.2407867974
895	0.2407728694
896	0.240766717
897	0.2407574211
898	0.240744399
899	0.2407309976
900	0.2407233406
901	0.240717637
902	0.2407069061
903	0.2407037158
904	0.2406945909
905	0.2406783217
906	0.2406692192
907	0.2406558485
908	0.2406518312
909	0.2406450254
910	0.2406383311
911	0.2406248308
912	0.2406110862
913	0.2405970711
914	0.2405858598
915	0.240577174
916	0.2405702196
917	0.2405570719
918	0.2405447167
919	0.2405309915
920	0.2405233508
921	0.2405100365
922	0.2405089146
923	0.2404998825
924	0.2404905687
925	0.2404783373
926	0.2404639582
927	0.2404494456
928	0.2404331018
929	0.2404129972
930	0.240402911
931	0.2403876136
932	0.2403741348
933	0.2403728964
934	0.2403604702
935	0.2403473631
936	0.2403392863
937	0.240334112
938	0.2403293353
939	0.240325093
940	0.2403154172
941	0.240298016
942	0.2402911682
943	0.2402836781
944	0.2402756579
945	0.2402626314
946	0.2402513324
947	0.240240943
948	0.2402272312
949	0.2402196814
950	0.2402049101
951	0.2401954398
952	0.2401834551
953	0.2401765507
954	0.240162293
955	0.2401510924
956	0.2401336276
957	0.2401237553
958	0.240112773
959	0.2401018353
960	0.2400857723
961	0.2400749503
962	0.2400677173
963	0.2400492197
964	0.2400419651
965	0.2400239709
966	0.2400124899
967	0.2400009155
968	0.2399928812
969	0.2399838094
970	0.2399732271
971	0.2399647136
972	0.2399603084
973	0.2399501981
974	0.2399440279
975	0.2399376202
976	0.2399198836
977	0.2399017052
978	0.2398953861
979	0.2398805081
980	0.2398677183
981	0.2398575157
982	0.2398457138
983	0.239836462
984	0.2398205293
985	0.2398025972
986	0.2397881227
987	0.2397785615
988	0.2397667914
989	0.2397543917
990	0.2397433228
991	0.2397322876
992	0.2397213144
993	0.2397136929
994	0.2397107085
995	0.2396967225
996	0.2396789857
997	0.2396716088
998	0.2396585893
999	0.2396522154
